policy,t,price,reward_sum,a0,a1,a2,a3,a4,a5,r0,r1,r2,r3,r4,r5,soc0,soc1,soc2,soc3,soc4,soc5,net0,net1,net2,net3,net4,net5,reward_a,reward_b,fallback_a,fallback_b
noop,17,0.5,-6.595466777682304,0.0,0.0,0.0,0.0,0.0,0.0,-1.2621500492095947,-1.7370333671569824,-0.24615000188350677,-1.0747166872024536,-0.7793833613395691,-1.4960333108901978,0.0,0.0,0.0,0.0,0.0,0.0,1.2621500492095947,1.7370333671569824,0.24615000188350677,1.0747166872024536,0.7793833613395691,1.4960333108901978,,,,
noop,18,0.5,-5.389583379030228,0.0,0.0,0.0,0.0,0.0,0.0,-0.8983166813850403,-1.1057167053222656,-0.2697666585445404,-1.360533356666565,-0.7572000026702881,-0.9980499744415283,0.0,0.0,0.0,0.0,0.0,0.0,0.8983166813850403,1.1057167053222656,0.2697666585445404,1.360533356666565,0.7572000026702881,0.9980499744415283,,,,
noop,19,0.5,-6.5573835372924805,0.0,0.0,0.0,0.0,0.0,0.0,-0.8833500146865845,-1.8714333772659302,-0.22201666235923767,-1.3639500141143799,-0.3203500807285309,-1.8962833881378174,0.0,0.0,0.0,0.0,0.0,0.0,0.8833500146865845,1.8714333772659302,0.22201666235923767,1.3639500141143799,0.3203500807285309,1.8962833881378174,,,,
noop,20,0.5,-7.166366621851921,0.0,0.0,0.0,0.0,0.0,0.0,-0.8614833354949951,-1.2692166566848755,-0.24276666343212128,-1.3306000232696533,-0.8614000082015991,-2.6008999347686768,0.0,0.0,0.0,0.0,0.0,0.0,0.8614833354949951,1.2692166566848755,0.24276666343212128,1.3306000232696533,0.8614000082015991,2.6008999347686768,,,,
noop,21,0.20999999344348907,-7.168866664171219,0.0,0.0,0.0,0.0,0.0,0.0,-0.6209999918937683,-2.247516632080078,-0.27486667037010193,-0.9120166897773743,-0.8655666708946228,-2.2479000091552734,0.0,0.0,0.0,0.0,0.0,0.0,0.6209999918937683,2.247516632080078,0.27486667037010193,0.9120166897773743,0.8655666708946228,2.2479000091552734,,,,
noop,22,0.20999999344348907,-7.2186999917030334,0.0,0.0,0.0,0.0,0.0,0.0,-0.5728999972343445,-1.8297333717346191,-0.24535000324249268,-1.2938166856765747,-1.038033366203308,-2.2388665676116943,0.0,0.0,0.0,0.0,0.0,0.0,0.5728999972343445,1.8297333717346191,0.24535000324249268,1.2938166856765747,1.038033366203308,2.2388665676116943,,,,
noop,23,0.20999999344348907,-6.404549956321716,0.0,0.0,0.0,0.0,0.0,0.0,-0.6126000285148621,-1.778166651725769,-0.22103333473205566,-0.9277833104133606,-1.122249960899353,-1.742716670036316,0.0,0.0,0.0,0.0,0.0,0.0,0.6126000285148621,1.778166651725769,0.22103333473205566,0.9277833104133606,1.122249960899353,1.742716670036316,,,,
noop,24,0.20999999344348907,-7.966941654682159,0.0,0.0,0.0,0.0,0.0,0.0,-0.6104999780654907,-2.107374906539917,-0.2907833456993103,-1.2953083515167236,-1.7155250310897827,-1.947450041770935,0.0,0.0,0.0,0.0,0.0,0.0,0.6104999780654907,2.107374906539917,0.2907833456993103,1.2953083515167236,1.7155250310897827,1.947450041770935,,,,
noop,25,0.20999999344348907,-7.731666684150696,0.0,0.0,0.0,0.0,0.0,0.0,-1.5526666641235352,-0.9575999975204468,-0.22089999914169312,-0.9765166640281677,-1.479516625404358,-2.544466733932495,0.0,0.0,0.0,0.0,0.0,0.0,1.5526666641235352,0.9575999975204468,0.22089999914169312,0.9765166640281677,1.479516625404358,2.544466733932495,,,,
noop,26,0.20999999344348907,-8.02963325381279,0.0,0.0,0.0,0.0,0.0,0.0,-2.6286332607269287,-1.563249945640564,-0.24985000491142273,-0.6488833427429199,-1.4582500457763672,-1.4807666540145874,0.0,0.0,0.0,0.0,0.0,0.0,2.6286332607269287,1.563249945640564,0.24985000491142273,0.6488833427429199,1.4582500457763672,1.4807666540145874,,,,
noop,27,0.20999999344348907,-5.130650043487549,0.0,0.0,0.0,0.0,0.0,0.0,-0.5724166631698608,-0.6988333463668823,-0.2512666583061218,-0.7527166604995728,-0.9209499955177307,-1.9344667196273804,0.0,0.0,0.0,0.0,0.0,0.0,0.5724166631698608,0.6988333463668823,0.2512666583061218,0.7527166604995728,0.9209499955177307,1.9344667196273804,,,,
noop,28,0.20999999344348907,-7.179383158683777,0.0,0.0,0.0,0.0,0.0,0.0,-0.6259499788284302,-1.559833288192749,-0.2662000060081482,-0.9014833569526672,-1.351266622543335,-2.4746499061584473,0.0,0.0,0.0,0.0,0.0,0.0,0.6259499788284302,1.559833288192749,0.2662000060081482,0.9014833569526672,1.351266622543335,2.4746499061584473,,,,
noop,29,0.20999999344348907,-5.378316655755043,0.0,0.0,0.0,0.0,0.0,0.0,-0.6093833446502686,-1.5266499519348145,-0.249466672539711,-0.5444999933242798,-1.0319499969482422,-1.416366696357727,0.0,0.0,0.0,0.0,0.0,0.0,0.6093833446502686,1.5266499519348145,0.249466672539711,0.5444999933242798,1.0319499969482422,1.416366696357727,,,,
noop,30,0.20999999344348907,-6.556449934840202,0.0,0.0,0.0,0.0,0.0,0.0,-1.6508333683013916,-0.746916651725769,-0.2482166737318039,-1.0856499671936035,-1.0498499870300293,-1.774983286857605,0.0,0.0,0.0,0.0,0.0,0.0,1.6508333683013916,0.746916651725769,0.2482166737318039,1.0856499671936035,1.0498499870300293,1.774983286857605,,,,
noop,31,0.20999999344348907,-8.355050057172775,0.0,0.0,0.0,0.0,0.0,0.0,-1.3414000272750854,-1.563166618347168,-0.19076666235923767,-1.2540500164031982,-1.4080166816711426,-2.5976500511169434,0.0,0.0,0.0,0.0,0.0,0.0,1.3414000272750854,1.563166618347168,0.19076666235923767,1.2540500164031982,1.4080166816711426,2.5976500511169434,,,,
noop,32,0.20999999344348907,-7.526524901390076,0.0,0.0,0.0,0.0,0.0,0.0,-1.2463499307632446,-0.7475999593734741,-0.31644999980926514,-0.6582499742507935,-0.9779332876205444,-3.579941749572754,0.0,0.0,0.0,0.0,0.0,0.0,1.2463499307632446,0.7475999593734741,0.31644999980926514,0.6582499742507935,0.9779332876205444,3.579941749572754,,,,
noop,33,0.20999999344348907,-7.51318328268826,0.0,0.0,0.0,0.0,0.0,0.0,-1.5660666227340698,-1.3017833232879639,-0.02498333342373371,-0.9914666414260864,-0.8899667263031006,-2.7389166355133057,0.0,0.0,0.0,0.0,0.0,0.0,1.5660666227340698,1.3017833232879639,-0.02498333342373371,0.9914666414260864,0.8899667263031006,2.7389166355133057,,,,
noop,34,0.20999999344348907,-8.091800155118108,0.0,0.0,0.0,0.0,0.0,0.0,-1.8289834260940552,-1.4589500427246094,-0.008333327248692513,-1.1751500368118286,-0.8189166188240051,-2.801466703414917,0.0,0.0,0.0,0.0,0.0,0.0,1.8289834260940552,1.4589500427246094,-0.008333327248692513,1.1751500368118286,0.8189166188240051,2.801466703414917,,,,
noop,35,0.20999999344348907,-10.419533350504935,0.0,0.0,0.0,0.0,0.0,0.0,-2.4329833984375,-2.4123001098632812,-0.012033321894705296,-1.3945666551589966,-1.1668332815170288,-3.000816583633423,0.0,0.0,0.0,0.0,0.0,0.0,2.4329833984375,2.4123001098632812,0.012033321894705296,1.3945666551589966,1.1668332815170288,3.000816583633423,,,,
noop,36,0.20999999344348907,-8.311033457517624,0.0,0.0,0.0,0.0,0.0,0.0,-1.913699984550476,-1.533316731452942,-0.3002833425998688,-1.2375333309173584,-0.9242833256721497,-2.401916742324829,0.0,0.0,0.0,0.0,0.0,0.0,1.913699984550476,1.533316731452942,0.3002833425998688,1.2375333309173584,0.9242833256721497,2.401916742324829,,,,
noop,37,0.20999999344348907,-8.771383196115494,0.0,0.0,0.0,0.0,0.0,0.0,-2.0330498218536377,-1.3731666803359985,-0.3057166635990143,-1.3178833723068237,-1.2383832931518555,-2.503183364868164,0.0,0.0,0.0,0.0,0.0,0.0,2.0330498218536377,1.3731666803359985,0.3057166635990143,1.3178833723068237,1.2383832931518555,2.503183364868164,,,,
noop,38,0.20999999344348907,-9.052100069820881,0.0,0.0,0.0,0.0,0.0,0.0,-1.5825999975204468,-2.487450122833252,-0.09581667929887772,-1.0727499723434448,-0.9107499718666077,-2.902733325958252,0.0,0.0,0.0,0.0,0.0,0.0,1.5825999975204468,2.487450122833252,0.09581667929887772,1.0727499723434448,0.9107499718666077,2.902733325958252,,,,
noop,39,0.20999999344348907,-6.921458572149277,0.0,0.0,0.0,0.0,0.0,0.0,-0.77756667137146,-1.2722333669662476,-0.29873332381248474,-1.1421000957489014,-1.314508318901062,-2.116316795349121,0.0,0.0,0.0,0.0,0.0,0.0,0.77756667137146,1.2722333669662476,0.29873332381248474,1.1421000957489014,1.314508318901062,2.116316795349121,,,,
noop,40,0.5,-6.174916625022888,0.0,0.0,0.0,0.0,0.0,0.0,-0.7602166533470154,-1.270900011062622,-0.23906666040420532,-1.195016622543335,-0.965316653251648,-1.7444000244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.7602166533470154,1.270900011062622,0.23906666040420532,1.195016622543335,0.965316653251648,1.7444000244140625,,,,
noop,41,0.5,-7.874633237719536,0.0,0.0,0.0,0.0,0.0,0.0,-0.7559499740600586,-1.3912166357040405,-0.24005000293254852,-1.1716666221618652,-1.068750023841858,-3.246999979019165,0.0,0.0,0.0,0.0,0.0,0.0,0.7559499740600586,1.3912166357040405,0.24005000293254852,1.1716666221618652,1.068750023841858,3.246999979019165,,,,
noop,42,0.5,-14.49793316423893,0.0,0.0,0.0,0.0,0.0,0.0,-1.8251999616622925,-5.3222832679748535,-0.2246166616678238,-1.2128000259399414,-1.690516710281372,-4.2225165367126465,0.0,0.0,0.0,0.0,0.0,0.0,1.8251999616622925,5.3222832679748535,0.2246166616678238,1.2128000259399414,1.690516710281372,4.2225165367126465,,,,
noop,43,0.5,-11.28124974668026,0.0,0.0,0.0,0.0,0.0,0.0,-1.0843666791915894,-2.8702499866485596,-0.2257833331823349,-1.164116621017456,-1.9098166227340698,-4.02691650390625,0.0,0.0,0.0,0.0,0.0,0.0,1.0843666791915894,2.8702499866485596,0.2257833331823349,1.164116621017456,1.9098166227340698,4.02691650390625,,,,
noop,44,0.5,-12.487816467881203,0.0,0.0,0.0,0.0,0.0,0.0,-1.3543000221252441,-2.712933301925659,-0.24568332731723785,-1.3178166151046753,-1.6883333921432495,-5.168749809265137,0.0,0.0,0.0,0.0,0.0,0.0,1.3543000221252441,2.712933301925659,0.24568332731723785,1.3178166151046753,1.6883333921432495,5.168749809265137,,,,
noop,45,0.20999999344348907,-9.96224993467331,0.0,0.0,0.0,0.0,0.0,0.0,-1.38100004196167,-1.0478166341781616,-0.36890000104904175,-1.4954166412353516,-1.69760000705719,-3.9715166091918945,0.0,0.0,0.0,0.0,0.0,0.0,1.38100004196167,1.0478166341781616,0.36890000104904175,1.4954166412353516,1.69760000705719,3.9715166091918945,,,,
noop,46,0.20999999344348907,-7.126566469669342,0.0,0.0,0.0,0.0,0.0,0.0,-0.7490166425704956,-0.8832333087921143,-0.20501667261123657,-1.2181832790374756,-1.694616675376892,-2.376499891281128,0.0,0.0,0.0,0.0,0.0,0.0,0.7490166425704956,0.8832333087921143,0.20501667261123657,1.2181832790374756,1.694616675376892,2.376499891281128,,,,
noop,47,0.20999999344348907,-8.462472140789032,0.0,0.0,0.0,0.0,0.0,0.0,-0.7445889115333557,-0.8877500295639038,-0.3886833190917969,-1.681149959564209,-2.1768832206726074,-2.583416700363159,0.0,0.0,0.0,0.0,0.0,0.0,0.7445889115333557,0.8877500295639038,0.3886833190917969,1.681149959564209,2.1768832206726074,2.583416700363159,,,,
noop,48,0.20999999344348907,-7.286850020289421,0.0,0.0,0.0,0.0,0.0,0.0,-0.7435166835784912,-0.9159666895866394,-0.2388666719198227,-1.277750015258789,-1.9062833786010742,-2.2044665813446045,0.0,0.0,0.0,0.0,0.0,0.0,0.7435166835784912,0.9159666895866394,0.2388666719198227,1.277750015258789,1.9062833786010742,2.2044665813446045,,,,
noop,49,0.20999999344348907,-7.77184996008873,0.0,0.0,0.0,0.0,0.0,0.0,-0.7470333576202393,-0.8794999718666077,-0.22830000519752502,-1.7211666107177734,-1.6470333337783813,-2.548816680908203,0.0,0.0,0.0,0.0,0.0,0.0,0.7470333576202393,0.8794999718666077,0.22830000519752502,1.7211666107177734,1.6470333337783813,2.548816680908203,,,,
noop,50,0.20999999344348907,-9.18488323688507,0.0,0.0,0.0,0.0,0.0,0.0,-0.7781333327293396,-0.8870833516120911,-0.37139999866485596,-1.7481000423431396,-2.4333832263946533,-2.966783285140991,0.0,0.0,0.0,0.0,0.0,0.0,0.7781333327293396,0.8870833516120911,0.37139999866485596,1.7481000423431396,2.4333832263946533,2.966783285140991,,,,
noop,51,0.20999999344348907,-7.828516572713852,0.0,0.0,0.0,0.0,0.0,0.0,-0.7445833086967468,-0.8232166767120361,-0.22574999928474426,-1.8426333665847778,-1.8310832977294922,-2.3612499237060547,0.0,0.0,0.0,0.0,0.0,0.0,0.7445833086967468,0.8232166767120361,0.22574999928474426,1.8426333665847778,1.8310832977294922,2.3612499237060547,,,,
noop,52,0.20999999344348907,-8.073256760835648,0.0,0.0,0.0,0.0,0.0,0.0,-0.705839991569519,-0.7758833169937134,-0.20239999890327454,-1.7036499977111816,-2.121000051498413,-2.564483404159546,0.0,0.0,0.0,0.0,0.0,0.0,0.705839991569519,0.7758833169937134,0.20239999890327454,1.7036499977111816,2.121000051498413,2.564483404159546,,,,
noop,53,0.20999999344348907,-7.633849933743477,0.0,0.0,0.0,0.0,0.0,0.0,-0.7500333189964294,-0.841949999332428,-0.2273833304643631,-1.6210500001907349,-1.530400037765503,-2.6630332469940186,0.0,0.0,0.0,0.0,0.0,0.0,0.7500333189964294,0.841949999332428,0.2273833304643631,1.6210500001907349,1.530400037765503,2.6630332469940186,,,,
noop,54,0.20999999344348907,-10.134933188557625,0.0,0.0,0.0,0.0,0.0,0.0,-2.5547499656677246,-1.691333293914795,-0.2266833335161209,-1.3903833627700806,-1.8459500074386597,-2.425833225250244,0.0,0.0,0.0,0.0,0.0,0.0,2.5547499656677246,1.691333293914795,0.2266833335161209,1.3903833627700806,1.8459500074386597,2.425833225250244,,,,
noop,55,0.20999999344348907,-9.041300103068352,0.0,0.0,0.0,0.0,0.0,0.0,-2.220883369445801,-1.5479166507720947,-0.1858000010251999,-1.5154666900634766,-1.2304166555404663,-2.3408167362213135,0.0,0.0,0.0,0.0,0.0,0.0,2.220883369445801,1.5479166507720947,0.1858000010251999,1.5154666900634766,1.2304166555404663,2.3408167362213135,,,,
noop,56,0.20999999344348907,-4.470316804014146,0.0,0.0,0.0,0.0,0.0,0.0,-0.5364833474159241,-0.44749999046325684,-0.013533330522477627,-1.3005000352859497,-0.4603999853134155,-1.7119001150131226,0.0,0.0,0.0,0.0,0.0,0.0,-0.5364833474159241,0.44749999046325684,-0.013533330522477627,1.3005000352859497,0.4603999853134155,1.7119001150131226,,,,
noop,57,0.20999999344348907,-5.450049623847008,0.0,0.0,0.0,0.0,0.0,0.0,-1.4391332864761353,-0.1263166218996048,-0.645799994468689,-0.2306833267211914,-0.22836676239967346,-2.779749631881714,0.0,0.0,0.0,0.0,0.0,0.0,-1.4391332864761353,-0.1263166218996048,-0.645799994468689,0.2306833267211914,0.22836676239967346,2.779749631881714,,,,
noop,58,0.20999999344348907,-5.23063300549984,0.0,0.0,0.0,0.0,0.0,0.0,-2.166583299636841,-0.4976999759674072,-1.2024000883102417,-0.10949990898370743,-0.030899889767169952,-1.2235498428344727,0.0,0.0,0.0,0.0,0.0,0.0,-2.166583299636841,-0.4976999759674072,-1.2024000883102417,0.10949990898370743,-0.030899889767169952,1.2235498428344727,,,,
noop,59,0.20999999344348907,-6.381466247141361,0.0,0.0,0.0,0.0,0.0,0.0,-2.114016532897949,-0.7514499425888062,-1.1063166856765747,-0.2847500443458557,-0.12278322130441666,-2.002149820327759,0.0,0.0,0.0,0.0,0.0,0.0,-2.114016532897949,-0.7514499425888062,-1.1063166856765747,-0.2847500443458557,0.12278322130441666,2.002149820327759,,,,
noop,60,0.20999999344348907,-7.333733141422272,0.0,0.0,0.0,0.0,0.0,0.0,-1.2232666015625,-1.0960499048233032,-1.8572834730148315,-0.5012332797050476,-1.292549967765808,-1.3633499145507812,0.0,0.0,0.0,0.0,0.0,0.0,-1.2232666015625,-1.0960499048233032,-1.8572834730148315,-0.5012332797050476,-1.292549967765808,1.3633499145507812,,,,
noop,61,0.20999999344348907,-5.471083573997021,0.0,0.0,0.0,0.0,0.0,0.0,-0.25298336148262024,-0.4790499806404114,-0.26555001735687256,-1.1158500909805298,-0.03735002130270004,-3.3203001022338867,0.0,0.0,0.0,0.0,0.0,0.0,0.25298336148262024,0.4790499806404114,-0.26555001735687256,1.1158500909805298,0.03735002130270004,3.3203001022338867,,,,
noop,62,0.20999999344348907,-8.524666650220752,0.0,0.0,0.0,0.0,0.0,0.0,-0.7804999947547913,-2.403249979019165,-0.2643499970436096,-1.5324667692184448,-0.015216691419482231,-3.528883218765259,0.0,0.0,0.0,0.0,0.0,0.0,0.7804999947547913,2.403249979019165,0.2643499970436096,1.5324667692184448,0.015216691419482231,3.528883218765259,,,,
noop,63,0.20999999344348907,-9.238716766238213,0.0,0.0,0.0,0.0,0.0,0.0,-1.299149990081787,-3.1051833629608154,-0.17221666872501373,-0.9555333256721497,-0.3156000077724457,-3.391033411026001,0.0,0.0,0.0,0.0,0.0,0.0,1.299149990081787,3.1051833629608154,0.17221666872501373,0.9555333256721497,0.3156000077724457,3.391033411026001,,,,
noop,64,0.5,-8.669800087809563,0.0,0.0,0.0,0.0,0.0,0.0,-1.6207499504089355,-1.694433331489563,-0.1929333359003067,-1.0952833890914917,-0.4181666672229767,-3.648233413696289,0.0,0.0,0.0,0.0,0.0,0.0,1.6207499504089355,1.694433331489563,0.1929333359003067,1.0952833890914917,0.4181666672229767,3.648233413696289,,,,
noop,65,0.5,-9.640666618943214,0.0,0.0,0.0,0.0,0.0,0.0,-1.843416690826416,-1.2810167074203491,-0.22856666147708893,-1.1080000400543213,-1.2076666355133057,-3.9719998836517334,0.0,0.0,0.0,0.0,0.0,0.0,1.843416690826416,1.2810167074203491,0.22856666147708893,1.1080000400543213,1.2076666355133057,3.9719998836517334,,,,
noop,66,0.5,-10.849516838788986,0.0,0.0,0.0,0.0,0.0,0.0,-1.520650029182434,-1.3775666952133179,-0.22913333773612976,-2.2822000980377197,-2.119450092315674,-3.320516586303711,0.0,0.0,0.0,0.0,0.0,0.0,1.520650029182434,1.3775666952133179,0.22913333773612976,2.2822000980377197,2.119450092315674,3.320516586303711,,,,
noop,67,0.5,-9.716083243489265,0.0,0.0,0.0,0.0,0.0,0.0,-1.2205833196640015,-1.9050500392913818,-0.22448332607746124,-2.025399923324585,-2.122666597366333,-2.217900037765503,0.0,0.0,0.0,0.0,0.0,0.0,1.2205833196640015,1.9050500392913818,0.22448332607746124,2.025399923324585,2.122666597366333,2.217900037765503,,,,
noop,68,0.5,-10.899716854095459,0.0,0.0,0.0,0.0,0.0,0.0,-2.5766000747680664,-1.5668333768844604,-0.20171666145324707,-1.871233344078064,-2.0151333808898926,-2.6682000160217285,0.0,0.0,0.0,0.0,0.0,0.0,2.5766000747680664,1.5668333768844604,0.20171666145324707,1.871233344078064,2.0151333808898926,2.6682000160217285,,,,
noop,69,0.20999999344348907,-11.610600054264069,0.0,0.0,0.0,0.0,0.0,0.0,-3.879683256149292,-1.2681167125701904,-0.37529999017715454,-1.7754666805267334,-1.6785500049591064,-2.633483409881592,0.0,0.0,0.0,0.0,0.0,0.0,3.879683256149292,1.2681167125701904,0.37529999017715454,1.7754666805267334,1.6785500049591064,2.633483409881592,,,,
noop,70,0.20999999344348907,-8.72755017876625,0.0,0.0,0.0,0.0,0.0,0.0,-1.436916708946228,-1.6051167249679565,-0.25138333439826965,-1.5462666749954224,-1.8816499710083008,-2.0062167644500732,0.0,0.0,0.0,0.0,0.0,0.0,1.436916708946228,1.6051167249679565,0.25138333439826965,1.5462666749954224,1.8816499710083008,2.0062167644500732,,,,
noop,71,0.20999999344348907,-7.335083290934563,0.0,0.0,0.0,0.0,0.0,0.0,-0.5825166702270508,-1.8966666460037231,-0.2288166731595993,-1.2201166152954102,-1.5593667030334473,-1.847599983215332,0.0,0.0,0.0,0.0,0.0,0.0,0.5825166702270508,1.8966666460037231,0.2288166731595993,1.2201166152954102,1.5593667030334473,1.847599983215332,,,,
noop,72,0.20999999344348907,-7.051958441734314,0.0,0.0,0.0,0.0,0.0,0.0,-0.5998666882514954,-1.8566499948501587,-0.20532500743865967,-0.39664167165756226,-1.5824166536331177,-2.4110584259033203,0.0,0.0,0.0,0.0,0.0,0.0,0.5998666882514954,1.8566499948501587,0.20532500743865967,0.39664167165756226,1.5824166536331177,2.4110584259033203,,,,
noop,73,0.20999999344348907,-7.284616589546204,0.0,0.0,0.0,0.0,0.0,0.0,-0.725849986076355,-1.8322833776474,-0.23038333654403687,-0.6462166905403137,-1.4189499616622925,-2.4309332370758057,0.0,0.0,0.0,0.0,0.0,0.0,0.725849986076355,1.8322833776474,0.23038333654403687,0.6462166905403137,1.4189499616622925,2.4309332370758057,,,,
